+   eth0 IPv6 pathak-X550LD [10:c3:7b:8d:97:ac]             Workstation          local
+   eth0 IPv6 subashish [f8:bc:12:a7:37:3b]                 Workstation          local
+   eth0 IPv6 network [00:15:17:f4:5e:15]                   Workstation          local
+   eth0 IPv6 pclab-09 [70:71:bc:9c:6c:56]                  Workstation          local
+   eth0 IPv6 csy-Lenovo-H30-50 [c0:3f:d5:e2:6b:f1]         Workstation          local
+   eth0 IPv6 samya-Lenovo-G500 [24:fd:52:93:76:78]         Workstation          local
+   eth0 IPv6 ibmmaster-2 [00:21:5e:99:94:3a]               Workstation          local
+   eth0 IPv6 tts-pri [e8:40:f2:08:f3:85]                   Workstation          local
+   eth0 IPv6 library-HP-dx2480-MT-KL969AV [00:24:1d:6b:2c:e8] Workstation          local
+   eth0 IPv6 pclab-06 [70:71:bc:9c:6b:e3]                  Workstation          local
+   eth0 IPv6 saurabh [58:20:b1:3f:ca:1f]                   Workstation          local
+   eth0 IPv6 ibmmaster-2 [00:21:5e:99:94:38]               Workstation          local
+   eth0 IPv6 tulika-OptiPlex-9010 [b8:ca:3a:86:5e:7f]      Workstation          local
+   eth0 IPv6 scidb-vm [08:00:27:db:10:c5]                  Workstation          local
+   eth0 IPv6 pclab-13 [70:71:bc:9c:6c:30]                  Workstation          local
+   eth0 IPv6 pclab-29 [30:85:a9:47:17:9c]                  Workstation          local
+   eth0 IPv6 pclab-47 [30:85:a9:47:39:e7]                  Workstation          local
+   eth0 IPv6 hvarma [c8:1f:66:39:ae:72]                    Workstation          local
+   eth0 IPv6 sriramk-OptiPlex-9020 [98:90:96:cc:b4:8e]     Workstation          local
+   eth0 IPv6 pclab-16 [70:71:bc:9c:6b:e2]                  Workstation          local
+   eth0 IPv6 kartik [98:90:96:b2:8b:52]                    Workstation          local
+   eth0 IPv6 Research [b8:ca:3a:83:b8:2d]                  Workstation          local
+   eth0 IPv6 pclab-14 [70:71:bc:9c:6c:4b]                  Workstation          local
+   eth0 IPv6 jiten-2 [b4:b5:2f:ca:64:ad]                   Workstation          local
+   eth0 IPv6 aghori [98:90:96:c6:44:fc]                    Workstation          local
+   eth0 IPv6 pclab-64 [70:71:bc:9c:6b:4f]                  Workstation          local
+   eth0 IPv6 lanka [00:25:90:c2:d9:f4]                     Workstation          local
+   eth0 IPv6 dell-Inspiron-660s [a4:1f:72:61:3f:04]        Workstation          local
+   eth0 IPv6 berlin [00:71:cc:42:80:6f]                    Workstation          local
+   eth0 IPv6 rudraa [38:60:77:29:dc:f3]                    Workstation          local
+   eth0 IPv6 griffon [c8:1f:66:03:80:8a]                   Workstation          local
+   eth0 IPv6 library-HCL-Desktop [7c:05:07:07:2f:e1]       Workstation          local
+   eth0 IPv6 mk-desktop [e8:40:f2:0a:fd:64]                Workstation          local
+   eth0 IPv6 pathak-HP-Z600-Workstation [b4:b5:2f:ca:64:ab] Workstation          local
+   eth0 IPv6 pclab-15 [70:71:bc:9c:6b:fc]                  Workstation          local
+   eth0 IPv6 pclab-03 [70:71:bc:9c:6c:23]                  Workstation          local
+   eth0 IPv6 kartik-HCL-Desktop [70:71:bc:9c:6b:59]        Workstation          local
+   eth0 IPv6 rudra [f8:b1:56:dd:7a:4f]                     Workstation          local
+   eth0 IPv6 pclab-08 [70:71:bc:9c:6b:37]                  Workstation          local
+   eth0 IPv6 rudra-2 [34:17:eb:af:0a:8c]                   Workstation          local
+   eth0 IPv6 pclab-26 [10:bf:48:73:18:46]                  Workstation          local
+   eth0 IPv6 anjana-desktop [e8:40:f2:0b:11:8c]            Workstation          local
+   eth0 IPv6 pclab-02 [70:71:bc:9c:6c:26]                  Workstation          local
+   eth0 IPv6 pclab-48 [30:85:a9:46:f3:73]                  Workstation          local
+   eth0 IPv6 pclab-07 [70:71:bc:9c:6b:42]                  Workstation          local
+   eth0 IPv6 pclab-04 [70:71:bc:9c:6c:55]                  Workstation          local
+   eth0 IPv6 pclab-18 [70:71:bc:9c:6a:b3]                  Workstation          local
+   eth0 IPv6 linux-2 [00:1e:67:47:57:52]                   Workstation          local
+   eth0 IPv6 pclab-20 [70:71:bc:9c:6b:58]                  Workstation          local
+   eth0 IPv6 nanu-ThinkCentre-Edge71 [8c:89:a5:71:1c:a9]   Workstation          local
+   eth0 IPv6 pclab-46 [30:85:a9:46:f3:af]                  Workstation          local
+   eth0 IPv6 faria-Precision-T5600 [18:03:73:1f:c5:1f]     Workstation          local
+   eth0 IPv6 ibmnode1 [00:21:5e:99:95:34]                  Workstation          local
+   eth0 IPv6 pclab-31 [30:85:a9:46:f3:9c]                  Workstation          local
+   eth0 IPv6 Nucleation [1c:65:9d:5d:3e:bf]                Workstation          local
+   eth0 IPv6 pclab-17 [70:71:bc:9c:6b:ce]                  Workstation          local
+   eth0 IPv6 rlgw [44:a8:42:4a:65:a9]                      Workstation          local
+   eth0 IPv6 ibmnode2 [00:21:5e:99:98:34]                  Workstation          local
+   eth0 IPv6 Deshu [70:f3:95:14:a2:31]                     Workstation          local
+   eth0 IPv6 pclab-49 [30:85:a9:47:37:a1]                  Workstation          local
+   eth0 IPv6 pclab-28 [10:bf:48:73:16:f7]                  Workstation          local
+   eth0 IPv6 boss [1c:75:08:52:e3:20]                      Workstation          local
+   eth0 IPv6 pclab-61 [10:bf:48:73:18:25]                  Workstation          local
+   eth0 IPv6 faculty [00:15:17:f4:7e:00]                   Workstation          local
+   eth0 IPv6 pclab-19 [00:e0:1c:3c:24:44]                  Workstation          local
+   eth0 IPv6 IUATC [c8:1f:66:03:80:8c]                     Workstation          local
+   eth0 IPv6 cybernator-X200MA [54:27:1e:c7:ec:1b]         Workstation          local
+   eth0 IPv6 onkar [4c:0f:6e:e6:68:01]                     Workstation          local
+   eth0 IPv6 dhruvsharma [64:5a:04:9e:26:f2]               Workstation          local
+   eth0 IPv6 Depinder [bc:85:56:65:da:35]                  Workstation          local
+   eth0 IPv6 AMITPC [90:a4:de:75:a9:4b]                    Workstation          local
+   eth0 IPv6 ko-sys1 [00:71:cc:12:68:5d]                   Workstation          local
+   eth0 IPv6 sparsh-HP-Pavilion-15-NoteBooK-PC [bc:85:56:bf:a7:5b] Workstation          local
+   eth0 IPv6 MarCosKaDabba [8c:a9:82:5e:79:4c]             Workstation          local
+   eth0 IPv6 del1 [e4:f8:9c:3a:30:40]                      Workstation          local
+   eth0 IPv6 varun-Inspiron-3521 [80:56:f2:2b:e2:eb]       Workstation          local
+   eth0 IPv6 anshu-HP-Pavilion-g6-Notebook-PC [c0:18:85:94:6a:d5] Workstation          local
+   eth0 IPv6 ashok-Aspire-E1-431 [24:fd:52:b3:51:5c]       Workstation          local
+   eth0 IPv6 amit-2 [b0:10:41:b2:40:b3]                    Workstation          local
+   eth0 IPv6 amithp [ec:55:f9:b4:e0:06]                    Workstation          local
+   eth0 IPv6 ghanshyam-SVF1521KSNB [0c:84:dc:e8:ff:2f]     Workstation          local
+   eth0 IPv6 kkk [54:35:30:20:bc:ed]                       Workstation          local
+   eth0 IPv6 jyoti [20:68:9d:81:4b:5e]                     Workstation          local
+   eth0 IPv6 pclab-05 [70:71:bc:9c:6b:56]                  Workstation          local
+   eth0 IPv6 manish-Inspiron-3521 [9c:2a:70:48:5f:01]      Workstation          local
+   eth0 IPv4 sanju-Inspiron-5547 [a0:88:69:38:74:c1]       Workstation          local
+   eth0 IPv4 madhav-Lenovo-G500s [48:d2:24:51:4e:83]       Workstation          local
+   eth0 IPv4 utkarsh [70:77:81:bf:3f:39]                   Workstation          local
+   eth0 IPv4 rahul-HP [60:6d:c7:25:fd:cd]                  Workstation          local
+   eth0 IPv4 rajdev [50:b7:c3:20:14:2d]                    Workstation          local
+   eth0 IPv4 sksq [18:5e:0f:75:d8:75]                      Workstation          local
+   eth0 IPv4 swap-550P5C-550P7C [c8:f7:33:6d:4e:5d]        Workstation          local
+   eth0 IPv4 dell-Inspiron-3543 [64:5a:04:9c:c0:ac]        Workstation          local
+   eth0 IPv4 sj [24:fd:52:93:6c:0b]                        Workstation          local
+   eth0 IPv4 me [0c:8b:fd:f4:55:01]                        Workstation          local
+   eth0 IPv4 akanksha-Inspiron-7520 [84:a6:c8:2a:df:eb]    Workstation          local
+   eth0 IPv4 kanz [40:b8:9a:1c:dd:1d]                      Workstation          local
+   eth0 IPv4 IITVandeMatram [64:00:6a:68:ee:ef]            Workstation          local
+   eth0 IPv4 aghori [98:90:96:c6:44:fc]                    Workstation          local
+   eth0 IPv4 nasir-HP-15-Notebook-PC [ec:0e:c4:60:4e:99]   Workstation          local
+   eth0 IPv4 pratap-HP-ENVY-15-Notebook-PC [30:3a:64:80:de:c3] Workstation          local
+   eth0 IPv4 sudhir [f4:b7:e2:b0:61:3b]                    Workstation          local
+   eth0 IPv4 ubuntu-2 [b0:10:41:1b:f7:8b]                  Workstation          local
+   eth0 IPv4 kiriti-Inspiron-5520 [c0:18:85:c1:4a:19]      Workstation          local
+   eth0 IPv4 gat-Precision-T7600 [90:b1:1c:64:ef:95]       Workstation          local
+   eth0 IPv4 pavanteja-Inspiron-5520 [c0:18:85:c8:aa:33]   Workstation          local
+   eth0 IPv4 IITMandi [34:17:eb:af:0c:0f]                  Workstation          local
+   eth0 IPv4 tulikaps-Precision-T5610 [34:17:eb:ae:9e:ce]  Workstation          local
+   eth0 IPv4 duggal [84:a6:c8:29:e2:5d]                    Workstation          local
+   eth0 IPv4 mayank [a0:48:1c:0e:81:83]                    Workstation          local
+   eth0 IPv4 liquid [5c:b9:01:05:41:a8]                    Workstation          local
+   eth0 IPv4 pclab-12 [70:71:bc:9c:6c:2e]                  Workstation          local
+   eth0 IPv4 LIBRARY01 [38:60:77:cb:92:77]                 Workstation          local
+   eth0 IPv4 ferrari [50:af:73:6b:b3:a4]                   Workstation          local
+   eth0 IPv4 subashish [f8:bc:12:a7:37:3b]                 Workstation          local
+   eth0 IPv4 pclab-30 [30:85:a9:47:3a:14]                  Workstation          local
+   eth0 IPv4 pathak-X550LD [10:c3:7b:8d:97:ac]             Workstation          local
+   eth0 IPv4 network [00:15:17:f4:5e:15]                   Workstation          local
+   eth0 IPv4 pclab-09 [70:71:bc:9c:6c:56]                  Workstation          local
+   eth0 IPv4 samya-Lenovo-G500 [24:fd:52:93:76:78]         Workstation          local
+   eth0 IPv4 ibmmaster-2 [00:21:5e:99:94:38]               Workstation          local
+   eth0 IPv4 csy-Lenovo-H30-50 [c0:3f:d5:e2:6b:f1]         Workstation          local
+   eth0 IPv4 ibmmaster-2 [00:21:5e:99:94:3a]               Workstation          local
+   eth0 IPv4 library-HP-dx2480-MT-KL969AV [00:24:1d:6b:2c:e8] Workstation          local
+   eth0 IPv4 pclab-06 [70:71:bc:9c:6b:e3]                  Workstation          local
+   eth0 IPv4 tts-pri [e8:40:f2:08:f3:85]                   Workstation          local
+   eth0 IPv4 scidb-vm [08:00:27:db:10:c5]                  Workstation          local
+   eth0 IPv4 tulika-OptiPlex-9010 [b8:ca:3a:86:5e:7f]      Workstation          local
+   eth0 IPv4 saurabh [58:20:b1:3f:ca:1f]                   Workstation          local
+   eth0 IPv4 pclab-43 [30:85:a9:47:3a:0a]                  Workstation          local
+   eth0 IPv4 pclab-13 [70:71:bc:9c:6c:30]                  Workstation          local
+   eth0 IPv4 pclab-29 [30:85:a9:47:17:9c]                  Workstation          local
+   eth0 IPv4 hvarma [c8:1f:66:39:ae:72]                    Workstation          local
+   eth0 IPv4 kartik [98:90:96:b2:8b:52]                    Workstation          local
+   eth0 IPv4 pclab-16 [70:71:bc:9c:6b:e2]                  Workstation          local
+   eth0 IPv4 pclab-47 [30:85:a9:47:39:e7]                  Workstation          local
+   eth0 IPv4 sriramk-OptiPlex-9020 [98:90:96:cc:b4:8e]     Workstation          local
+   eth0 IPv4 Research [b8:ca:3a:83:b8:2d]                  Workstation          local
+   eth0 IPv4 gateway-2 [c8:1f:66:ba:86:70]                 Workstation          local
+   eth0 IPv4 pclab-14 [70:71:bc:9c:6c:4b]                  Workstation          local
+   eth0 IPv4 jiten-2 [b4:b5:2f:ca:64:ad]                   Workstation          local
+   eth0 IPv4 pclab-64 [70:71:bc:9c:6b:4f]                  Workstation          local
+   eth0 IPv4 dell-Inspiron-660s [a4:1f:72:61:3f:04]        Workstation          local
+   eth0 IPv4 rudraa [38:60:77:29:dc:f3]                    Workstation          local
+   eth0 IPv4 lanka [00:25:90:c2:d9:f4]                     Workstation          local
+   eth0 IPv4 griffon [c8:1f:66:03:80:8a]                   Workstation          local
+   eth0 IPv4 library-HCL-Desktop [7c:05:07:07:2f:e1]       Workstation          local
+   eth0 IPv4 berlin [00:71:cc:42:80:6f]                    Workstation          local
+   eth0 IPv4 pclab-41 [30:85:a9:46:f3:87]                  Workstation          local
+   eth0 IPv4 mk-desktop [e8:40:f2:0a:fd:64]                Workstation          local
+   eth0 IPv4 pclab-42 [30:85:a9:46:f3:a9]                  Workstation          local
+   eth0 IPv4 phoenix [e0:69:95:3c:a4:87]                   Workstation          local
+   eth0 IPv4 pathak-HP-Z600-Workstation [b4:b5:2f:ca:64:ab] Workstation          local
+   eth0 IPv4 pclab-15 [70:71:bc:9c:6b:fc]                  Workstation          local
+   eth0 IPv4 pclab-03 [70:71:bc:9c:6c:23]                  Workstation          local
+   eth0 IPv4 kartik-HCL-Desktop [70:71:bc:9c:6b:59]        Workstation          local
+   eth0 IPv4 pclab-44 [30:85:a9:46:f3:a6]                  Workstation          local
+   eth0 IPv4 pclab-08 [70:71:bc:9c:6b:37]                  Workstation          local
+   eth0 IPv4 rudra-2 [34:17:eb:af:0a:8c]                   Workstation          local
+   eth0 IPv4 rudra [f8:b1:56:dd:7a:4f]                     Workstation          local
+   eth0 IPv4 pclab-26 [10:bf:48:73:18:46]                  Workstation          local
+   eth0 IPv4 pclab-02 [70:71:bc:9c:6c:26]                  Workstation          local
+   eth0 IPv4 pclab-04 [70:71:bc:9c:6c:55]                  Workstation          local
+   eth0 IPv4 anjana-desktop [e8:40:f2:0b:11:8c]            Workstation          local
+   eth0 IPv4 pclab-48 [30:85:a9:46:f3:73]                  Workstation          local
+   eth0 IPv4 pclab-07 [70:71:bc:9c:6b:42]                  Workstation          local
+   eth0 IPv4 pclab-18 [70:71:bc:9c:6a:b3]                  Workstation          local
+   eth0 IPv4 linux-2 [00:1e:67:47:57:52]                   Workstation          local
+   eth0 IPv4 pclab-20 [70:71:bc:9c:6b:58]                  Workstation          local
+   eth0 IPv4 nanu-ThinkCentre-Edge71 [8c:89:a5:71:1c:a9]   Workstation          local
+   eth0 IPv4 pclab-46 [30:85:a9:46:f3:af]                  Workstation          local
+   eth0 IPv4 faria-Precision-T5600 [18:03:73:1f:c5:1f]     Workstation          local
+   eth0 IPv4 Nucleation [1c:65:9d:5d:3e:bf]                Workstation          local
+   eth0 IPv4 ibmnode1 [00:21:5e:99:95:34]                  Workstation          local
+   eth0 IPv4 pclab-31 [30:85:a9:46:f3:9c]                  Workstation          local
+   eth0 IPv4 pclab-17 [70:71:bc:9c:6b:ce]                  Workstation          local
+   eth0 IPv4 Deshu [70:f3:95:14:a2:31]                     Workstation          local
+   eth0 IPv4 rlgw [44:a8:42:4a:65:a9]                      Workstation          local
+   eth0 IPv4 ibmnode2 [00:21:5e:99:98:34]                  Workstation          local
+   eth0 IPv4 pclab-49 [30:85:a9:47:37:a1]                  Workstation          local
+   eth0 IPv4 boss [1c:75:08:52:e3:20]                      Workstation          local
+   eth0 IPv4 pclab-28 [10:bf:48:73:16:f7]                  Workstation          local
+   eth0 IPv4 pclab-61 [10:bf:48:73:18:25]                  Workstation          local
+   eth0 IPv4 pclab-19 [00:e0:1c:3c:24:44]                  Workstation          local
+   eth0 IPv4 IUATC [c8:1f:66:03:80:8c]                     Workstation          local
+   eth0 IPv4 cybernator-X200MA [54:27:1e:c7:ec:1b]         Workstation          local
+   eth0 IPv4 onkar [4c:0f:6e:e6:68:01]                     Workstation          local
+   eth0 IPv4 dhruvsharma [64:5a:04:9e:26:f2]               Workstation          local
+   eth0 IPv4 AMITPC [90:a4:de:75:a9:4b]                    Workstation          local
+   eth0 IPv4 amit-2 [b0:10:41:b2:40:b3]                    Workstation          local
+   eth0 IPv4 ko-sys1 [00:71:cc:12:68:5d]                   Workstation          local
+   eth0 IPv4 sparsh-HP-Pavilion-15-NoteBooK-PC [bc:85:56:bf:a7:5b] Workstation          local
+   eth0 IPv4 head-laptop [94:db:c9:48:6b:1c]               Workstation          local
+   eth0 IPv4 MarCosKaDabba [8c:a9:82:5e:79:4c]             Workstation          local
+   eth0 IPv4 del1 [e4:f8:9c:3a:30:40]                      Workstation          local
+   eth0 IPv4 varun-Inspiron-3521 [80:56:f2:2b:e2:eb]       Workstation          local
+   eth0 IPv4 anshu-HP-Pavilion-g6-Notebook-PC [c0:18:85:94:6a:d5] Workstation          local
+   eth0 IPv4 ashok-Aspire-E1-431 [24:fd:52:b3:51:5c]       Workstation          local
+   eth0 IPv4 amithp [ec:55:f9:b4:e0:06]                    Workstation          local
+   eth0 IPv4 ghanshyam-SVF1521KSNB [0c:84:dc:e8:ff:2f]     Workstation          local
+   eth0 IPv4 kkk [54:35:30:20:bc:ed]                       Workstation          local
+   eth0 IPv4 jyoti [20:68:9d:81:4b:5e]                     Workstation          local
+   eth0 IPv4 pclab-05 [70:71:bc:9c:6b:56]                  Workstation          local
+   eth0 IPv4 manish-Inspiron-3521 [9c:2a:70:48:5f:01]      Workstation          local
+   eth0 IPv4 3ppwyp2friygg                                 _share-shanchuan._tcp local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288620            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2010F-I - 526524352           _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289255            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288863            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288799            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483292055            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289352            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289348            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289408            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289399            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289301            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288620            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2010F-I - 526524352           _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289255            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288863            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288799            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483292055            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289352            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289408            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289348            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289399            _CGI._tcp            local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289301            _CGI._tcp            local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289317            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288620            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288591            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110F-I - 507655232           _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2010F-I - 526524352           _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289255            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288863            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288799            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483292055            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289352            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289348            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289408            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289399            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483289301            _psia._tcp           local
+   eth0 IPv6 HIKVISION DS-2CD2110-I - 483288822            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289317            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288620            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288591            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110F-I - 507655232           _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2010F-I - 526524352           _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289255            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288863            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288799            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483292055            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289352            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289408            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289348            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289399            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483289301            _psia._tcp           local
+   eth0 IPv4 HIKVISION DS-2CD2110-I - 483288822            _psia._tcp           local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             _print-caps._tcp     local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             _print-caps._tcp     local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         _print-caps._tcp     local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             _print-caps._tcp     local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             _print-caps._tcp     local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         _print-caps._tcp     local
+   eth0 IPv6 D-Link HNAP Service                           _dhnap._tcp          local
+   eth0 IPv6 D-Link HNAP Service (2)                       _dhnap._tcp          local
+   eth0 IPv4 D-Link HNAP Service                           _dhnap._tcp          local
+   eth0 IPv4 D-Link HNAP Service (2)                       _dhnap._tcp          local
+   eth0 IPv6 HP Officejet Pro 6830 [9C16D5]                PDL Printer          local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             PDL Printer          local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         PDL Printer          local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             PDL Printer          local
+   eth0 IPv6 Brother DCP-7065DN [001ba9a52f68]             PDL Printer          local
+   eth0 IPv4 HP Officejet Pro 6830 [9C16D5]                PDL Printer          local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             PDL Printer          local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         PDL Printer          local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             PDL Printer          local
+   eth0 IPv4 Brother DCP-7065DN                            PDL Printer          local
+   eth0 IPv4 Brother DCP-7065DN [001ba9a52f68]             PDL Printer          local
+   eth0 IPv6 HP Officejet Pro 6830 [9C16D5]                _http-alt._tcp       local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             _http-alt._tcp       local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         _http-alt._tcp       local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             _http-alt._tcp       local
+   eth0 IPv4 HP Officejet Pro 6830 [9C16D5]                _http-alt._tcp       local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (6DB38D)             _http-alt._tcp       local
+   eth0 IPv4 HP LaserJet pro M1536dnf MFP (CE538A)         _http-alt._tcp       local
+   eth0 IPv4 HP LaserJet M1536dnf MFP (F349E0)             _http-alt._tcp       local
+   eth0 IPv6 HP Officejet Pro 6830 [9C16D5]                _uscan._tcp          local
+   eth0 IPv4 HP Officejet Pro 6830 [9C16D5]                _uscan._tcp          local
+   eth0 IPv6 HP Officejet Pro 6830 [9C16D5]                _scanner._tcp        local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (6DB38D)             _scanner._tcp        local
+   eth0 IPv6 HP LaserJet pro M1536dnf MFP (CE538A)         _scanner._tcp        local
+   eth0 IPv6 HP LaserJet M1536dnf MFP (F349E0)             _scanner._tcp        local
+   eth0 IPv4 Canon MB5000 series                           _scanner._tcp        local
